date,month,site,total.measured,width
2023-08-09,August,Indian Arm,28,2.517
2023-08-09,August,Indian Arm,28,2.882
2023-08-09,August,Indian Arm,28,2.731
2023-08-09,August,Indian Arm,28,2.768
2023-08-09,August,Indian Arm,28,2.915
2023-08-09,August,Indian Arm,28,2.901
2023-08-09,August,Indian Arm,28,2.724
2023-08-09,August,Indian Arm,28,2.898
2023-08-09,August,Indian Arm,28,2.701
2023-08-07,August,Indian Arm,30,2.437
2023-08-07,August,Indian Arm,30,2.469
2023-08-07,August,Indian Arm,30,2.677
2023-08-07,August,Indian Arm,30,2.902
2023-08-07,August,Indian Arm,30,2.602
2023-08-07,August,Indian Arm,30,2.489
2023-08-07,August,Indian Arm,30,2.441
2023-08-07,August,Indian Arm,30,2.885
2023-08-07,August,Indian Arm,30,2.691
2023-08-07,August,Indian Arm,30,2.547
2023-08-07,August,Indian Arm,30,2.524
2023-08-07,August,Indian Arm,30,2.777
2023-08-07,August,Indian Arm,30,2.568
2023-08-07,August,Indian Arm,30,2.554
2023-08-07,August,Indian Arm,30,2.829
2023-08-07,August,Indian Arm,30,2.497
2023-08-07,August,Indian Arm,30,2.668
2023-08-07,August,Indian Arm,30,2.556
2023-08-07,August,Indian Arm,30,2.787
2023-08-07,August,Indian Arm,30,2.67
2023-08-07,August,Indian Arm,30,2.584
2023-08-07,August,Indian Arm,30,2.376
2023-08-07,August,Indian Arm,30,2.775
2023-08-07,August,Indian Arm,30,2.835
2023-08-07,August,Indian Arm,30,2.656
2023-08-07,August,Indian Arm,30,2.59
2023-08-07,August,Indian Arm,30,2.55
2023-08-07,August,Indian Arm,30,2.404
2023-08-07,August,Indian Arm,30,2.436
2023-08-07,August,Indian Arm,30,2.7
2023-05-04,May,James Island Pier,4,3.534
2023-05-04,May,James Island Pier,4,3.72
2023-05-04,May,James Island Pier,4,3.717
2023-05-04,May,James Island Pier,4,3.467
2023-05-06,May,James Island Pier,6,3.422
2023-05-06,May,James Island Pier,6,3.193
2023-05-06,May,James Island Pier,6,3.578
2023-05-06,May,James Island Pier,6,3.648
2023-05-06,May,James Island Pier,6,3.899
2023-05-06,May,James Island Pier,6,3.42
2023-05-08,May,James Island Pier,2,3.596
2023-05-08,May,James Island Pier,2,3.944
2023-05-20,May,James Island Pier,6,3.751
2023-05-20,May,James Island Pier,6,3.79
2023-05-20,May,James Island Pier,6,3.609
2023-05-20,May,James Island Pier,6,3.707
2023-05-20,May,James Island Pier,6,3.944
2023-05-20,May,James Island Pier,6,3.83
2023-06-21,June,James Island Pier,10,2.404
2023-06-21,June,James Island Pier,10,2.574
2023-06-21,June,James Island Pier,10,2.291
2023-06-21,June,James Island Pier,10,2.329
2023-06-21,June,James Island Pier,10,2.615
2023-06-21,June,James Island Pier,10,2.562
2023-06-21,June,James Island Pier,10,2.691
2023-06-21,June,James Island Pier,10,3.24
2023-06-21,June,James Island Pier,10,2.583
2023-06-21,June,James Island Pier,10,2.943
2023-06-27,June,James Island Pier,1,3.296
2023-06-29,June,James Island Pier,7,3.774
2023-06-29,June,James Island Pier,7,3.318
2023-06-29,June,James Island Pier,7,2.601
2023-06-29,June,James Island Pier,7,3.173
2023-06-29,June,James Island Pier,7,3.672
2023-06-29,June,James Island Pier,7,2.874
2023-06-29,June,James Island Pier,7,2.686
2023-07-29,July,James Island Pier,1,2.757
2023-08-10,August,James Island Pier,1,3
2023-08-22,August,James Island Pier,1,2.754
2023-08-24,August,James Island Pier,1,2.492
2023-08-26,August,James Island Pier,3,2.493
2023-08-26,August,James Island Pier,3,2.664
2023-08-26,August,James Island Pier,3,2.558
2023-08-18,August,James Island Pier,4,2.666
2023-08-18,August,James Island Pier,4,2.695
2023-08-18,August,James Island Pier,4,2.741
2023-08-18,August,James Island Pier,4,2.721
2023-07-01,July,James Island Pier,5,2.802
2023-07-01,July,James Island Pier,5,3.113
2023-07-01,July,James Island Pier,5,2.978
2023-07-01,July,James Island Pier,5,2.697
2023-07-01,July,James Island Pier,5,2.814
2023-07-13,July,James Island Pier,5,2.717
2023-07-13,July,James Island Pier,5,2.903
2023-07-13,July,James Island Pier,5,2.9
2023-07-13,July,James Island Pier,5,3.476
2023-07-13,July,James Island Pier,5,3.225
2023-08-31,August,James Island Pier,5,2.527
2023-08-31,August,James Island Pier,5,2.549
2023-08-31,August,James Island Pier,5,2.726
2023-08-31,August,James Island Pier,5,2.479
2023-08-31,August,James Island Pier,5,2.948
2023-07-05,July,James Island Pier,7,2.768
2023-07-05,July,James Island Pier,7,2.712
2023-07-05,July,James Island Pier,7,2.787
2023-07-05,July,James Island Pier,7,2.648
2023-07-05,July,James Island Pier,7,2.639
2023-07-05,July,James Island Pier,7,2.665
2023-07-05,July,James Island Pier,7,2.765
2023-07-27,July,James Island Pier,8,2.779
2023-07-27,July,James Island Pier,8,2.628
2023-07-27,July,James Island Pier,8,2.726
2023-07-27,July,James Island Pier,8,2.42
2023-07-27,July,James Island Pier,8,2.507
2023-07-27,July,James Island Pier,8,2.665
2023-07-27,July,James Island Pier,8,2.452
2023-07-27,July,James Island Pier,8,2.778
2023-08-28,August,James Island Pier,8,2.476
2023-08-28,August,James Island Pier,8,2.747
2023-08-28,August,James Island Pier,8,2.425
2023-08-28,August,James Island Pier,8,2.332
2023-08-28,August,James Island Pier,8,2.731
2023-08-28,August,James Island Pier,8,2.558
2023-08-28,August,James Island Pier,8,2.798
2023-08-28,August,James Island Pier,8,2.343
2023-07-19,July,James Island Pier,9,2.79
2023-07-19,July,James Island Pier,9,2.809
2023-07-19,July,James Island Pier,9,2.472
2023-07-19,July,James Island Pier,9,2.008
2023-07-19,July,James Island Pier,9,2.477
2023-07-19,July,James Island Pier,9,2.662
2023-07-19,July,James Island Pier,9,2.621
2023-07-19,July,James Island Pier,9,2.468
2023-07-19,July,James Island Pier,9,2.366
2023-08-20,August,James Island Pier,9,2.472
2023-08-20,August,James Island Pier,9,2.935
2023-08-20,August,James Island Pier,9,2.685
2023-08-20,August,James Island Pier,9,3.017
2023-08-20,August,James Island Pier,9,2.774
2023-08-20,August,James Island Pier,9,2.46
2023-08-20,August,James Island Pier,9,2.669
2023-08-20,August,James Island Pier,9,2.594
2023-08-20,August,James Island Pier,9,2.586
2023-07-03,July,James Island Pier,11,2.627
2023-07-03,July,James Island Pier,11,2.595
2023-07-03,July,James Island Pier,11,2.761
2023-07-03,July,James Island Pier,11,2.782
2023-07-03,July,James Island Pier,11,2.973
2023-07-03,July,James Island Pier,11,2.704
2023-07-03,July,James Island Pier,11,2.717
2023-07-03,July,James Island Pier,11,2.441
2023-07-03,July,James Island Pier,11,2.483
2023-07-03,July,James Island Pier,11,2.556
2023-07-03,July,James Island Pier,11,2.83
2023-08-16,August,James Island Pier,11,2.422
2023-08-16,August,James Island Pier,11,2.403
2023-08-16,August,James Island Pier,11,2.113
2023-08-16,August,James Island Pier,11,2.379
2023-08-16,August,James Island Pier,11,2.654
2023-08-16,August,James Island Pier,11,2.564
2023-08-16,August,James Island Pier,11,2.518
2023-08-16,August,James Island Pier,11,2.704
2023-08-16,August,James Island Pier,11,2.128
2023-08-16,August,James Island Pier,11,2.374
2023-08-16,August,James Island Pier,11,2.567
2023-07-21,July,James Island Pier,12,2.613
2023-07-21,July,James Island Pier,12,2.698
2023-07-21,July,James Island Pier,12,2.712
2023-07-21,July,James Island Pier,12,2.45
2023-07-21,July,James Island Pier,12,2.775
2023-07-21,July,James Island Pier,12,2.789
2023-07-21,July,James Island Pier,12,2.689
2023-07-21,July,James Island Pier,12,3.08
2023-07-21,July,James Island Pier,12,2.449
2023-07-21,July,James Island Pier,12,2.767
2023-07-21,July,James Island Pier,12,2.51
2023-07-21,July,James Island Pier,12,2.784
2023-08-12,August,James Island Pier,13,2.279
2023-08-12,August,James Island Pier,13,2.969
2023-08-12,August,James Island Pier,13,2.863
2023-08-12,August,James Island Pier,13,2.461
2023-08-12,August,James Island Pier,13,2.81
2023-08-12,August,James Island Pier,13,2.594
2023-08-12,August,James Island Pier,13,2.932
2023-08-12,August,James Island Pier,13,2.831
2023-08-12,August,James Island Pier,13,2.7
2023-08-12,August,James Island Pier,13,2.512
2023-08-12,August,James Island Pier,13,2.63
2023-08-12,August,James Island Pier,13,2.459
2023-08-12,August,James Island Pier,13,2.863
2023-07-07,July,James Island Pier,15,2.696
2023-07-07,July,James Island Pier,15,2.831
2023-07-07,July,James Island Pier,15,2.989
2023-07-07,July,James Island Pier,15,2.448
2023-07-07,July,James Island Pier,15,2.768
2023-07-07,July,James Island Pier,15,2.285
2023-07-07,July,James Island Pier,15,2.75
2023-07-07,July,James Island Pier,15,2.784
2023-07-07,July,James Island Pier,15,3.006
2023-07-07,July,James Island Pier,15,2.622
2023-07-07,July,James Island Pier,15,3.136
2023-07-07,July,James Island Pier,15,3.306
2023-07-07,July,James Island Pier,15,2.374
2023-07-07,July,James Island Pier,15,2.686
2023-07-07,July,James Island Pier,15,2.283
2023-07-25,July,James Island Pier,15,2.46
2023-07-25,July,James Island Pier,15,2.352
2023-07-25,July,James Island Pier,15,2.807
2023-07-25,July,James Island Pier,15,2.713
2023-07-25,July,James Island Pier,15,2.603
2023-07-25,July,James Island Pier,15,2.524
2023-07-25,July,James Island Pier,15,2.591
2023-07-25,July,James Island Pier,15,2.406
2023-07-25,July,James Island Pier,15,2.5
2023-07-25,July,James Island Pier,15,2.41
2023-07-25,July,James Island Pier,15,2.671
2023-07-25,July,James Island Pier,15,2.535
2023-07-25,July,James Island Pier,15,2.288
2023-07-25,July,James Island Pier,15,2.82
2023-07-25,July,James Island Pier,15,2.348
2023-07-31,July,James Island Pier,15,2.718
2023-07-31,July,James Island Pier,15,2.606
2023-07-31,July,James Island Pier,15,2.531
2023-07-31,July,James Island Pier,15,2.472
2023-07-31,July,James Island Pier,15,2.341
2023-07-31,July,James Island Pier,15,2.584
2023-07-31,July,James Island Pier,15,2.525
2023-07-31,July,James Island Pier,15,2.653
2023-07-31,July,James Island Pier,15,2.502
2023-07-31,July,James Island Pier,15,2.067
2023-07-31,July,James Island Pier,15,2.485
2023-07-31,July,James Island Pier,15,2.404
2023-07-31,July,James Island Pier,15,2.458
2023-07-31,July,James Island Pier,15,2.438
2023-07-31,July,James Island Pier,15,2.534
2023-07-23,July,James Island Pier,17,2.896
2023-07-23,July,James Island Pier,17,2.692
2023-07-23,July,James Island Pier,17,2.784
2023-07-23,July,James Island Pier,17,2.698
2023-07-23,July,James Island Pier,17,2.585
2023-07-23,July,James Island Pier,17,2.761
2023-07-23,July,James Island Pier,17,2.826
2023-07-23,July,James Island Pier,17,3.04
2023-07-23,July,James Island Pier,17,2.807
2023-07-23,July,James Island Pier,17,2.593
2023-07-23,July,James Island Pier,17,2.741
2023-07-23,July,James Island Pier,17,2.556
2023-07-23,July,James Island Pier,17,2.533
2023-07-23,July,James Island Pier,17,2.753
2023-07-23,July,James Island Pier,17,2.682
2023-07-23,July,James Island Pier,17,2.526
2023-07-23,July,James Island Pier,17,2.724
2023-08-14,August,James Island Pier,18,2.726
2023-08-14,August,James Island Pier,18,3.122
2023-08-14,August,James Island Pier,18,3.011
2023-08-14,August,James Island Pier,18,2.678
2023-08-14,August,James Island Pier,18,2.718
2023-08-14,August,James Island Pier,18,2.428
2023-08-14,August,James Island Pier,18,2.574
2023-08-14,August,James Island Pier,18,2.93
2023-08-14,August,James Island Pier,18,2.884
2023-08-14,August,James Island Pier,18,2.733
2023-08-14,August,James Island Pier,18,2.239
2023-08-14,August,James Island Pier,18,2.797
2023-08-14,August,James Island Pier,18,2.886
2023-08-14,August,James Island Pier,18,2.675
2023-08-14,August,James Island Pier,18,2.693
2023-08-14,August,James Island Pier,18,2.538
2023-08-14,August,James Island Pier,18,2.571
2023-08-14,August,James Island Pier,18,2.521
2023-07-11,July,James Island Pier,19,2.826
2023-07-11,July,James Island Pier,19,2.582
2023-07-11,July,James Island Pier,19,2.681
2023-07-11,July,James Island Pier,19,2.873
2023-07-11,July,James Island Pier,19,2.369
2023-07-11,July,James Island Pier,19,2.471
2023-07-11,July,James Island Pier,19,2.691
2023-07-11,July,James Island Pier,19,2.279
2023-07-11,July,James Island Pier,19,2.722
2023-07-11,July,James Island Pier,19,2.478
2023-07-11,July,James Island Pier,19,2.758
2023-07-11,July,James Island Pier,19,2.817
2023-07-11,July,James Island Pier,19,2.929
2023-07-11,July,James Island Pier,19,2.327
2023-07-11,July,James Island Pier,19,3.19
2023-07-11,July,James Island Pier,19,2.63
2023-07-11,July,James Island Pier,19,2.844
2023-07-11,July,James Island Pier,19,2.959
2023-07-11,July,James Island Pier,19,2.483
2023-07-15,July,James Island Pier,23,3.009
2023-07-15,July,James Island Pier,23,2.702
2023-07-15,July,James Island Pier,23,2.791
2023-07-15,July,James Island Pier,23,2.65
2023-07-15,July,James Island Pier,23,2.433
2023-07-15,July,James Island Pier,23,2.893
2023-07-15,July,James Island Pier,23,2.748
2023-07-15,July,James Island Pier,23,2.609
2023-07-15,July,James Island Pier,23,2.794
2023-07-15,July,James Island Pier,23,2.406
2023-07-15,July,James Island Pier,23,2.827
2023-07-15,July,James Island Pier,23,2.928
2023-07-15,July,James Island Pier,23,2.908
2023-07-15,July,James Island Pier,23,2.751
2023-07-15,July,James Island Pier,23,2.664
2023-07-15,July,James Island Pier,23,2.708
2023-07-15,July,James Island Pier,23,2.619
2023-07-15,July,James Island Pier,23,2.805
2023-07-15,July,James Island Pier,23,2.661
2023-07-15,July,James Island Pier,23,2.613
2023-07-15,July,James Island Pier,23,2.67
2023-07-15,July,James Island Pier,23,2.815
2023-07-15,July,James Island Pier,23,2.813
2023-07-09,July,James Island Pier,30,2.68
2023-07-09,July,James Island Pier,30,2.787
2023-07-09,July,James Island Pier,30,2.454
2023-07-09,July,James Island Pier,30,2.829
2023-07-09,July,James Island Pier,30,3.139
2023-07-09,July,James Island Pier,30,2.78
2023-07-09,July,James Island Pier,30,2.475
2023-07-09,July,James Island Pier,30,2.529
2023-07-09,July,James Island Pier,30,2.713
2023-07-09,July,James Island Pier,30,2.843
2023-07-09,July,James Island Pier,30,2.874
2023-07-09,July,James Island Pier,30,2.949
2023-07-09,July,James Island Pier,30,2.703
2023-07-09,July,James Island Pier,30,2.609
2023-07-09,July,James Island Pier,30,2.63
2023-07-09,July,James Island Pier,30,2.405
2023-07-09,July,James Island Pier,30,2.594
2023-07-09,July,James Island Pier,30,2.378
2023-07-09,July,James Island Pier,30,2.652
2023-07-09,July,James Island Pier,30,2.875
2023-07-09,July,James Island Pier,30,2.686
2023-07-09,July,James Island Pier,30,2.805
2023-07-09,July,James Island Pier,30,2.608
2023-07-09,July,James Island Pier,30,2.911
2023-07-09,July,James Island Pier,30,2.273
2023-07-09,July,James Island Pier,30,2.719
2023-07-09,July,James Island Pier,30,2.581
2023-07-09,July,James Island Pier,30,2.526
2023-07-09,July,James Island Pier,30,2.43
2023-07-09,July,James Island Pier,30,2.449
2023-06-28,June,Lyall Harbour,14,3.423
2023-06-28,June,Lyall Harbour,14,2.622
2023-06-28,June,Lyall Harbour,14,2.887
2023-06-28,June,Lyall Harbour,14,3.185
2023-06-28,June,Lyall Harbour,14,2.813
2023-06-28,June,Lyall Harbour,14,2.586
2023-06-28,June,Lyall Harbour,14,2.663
2023-06-28,June,Lyall Harbour,14,2.4
2023-06-28,June,Lyall Harbour,14,2.685
2023-06-28,June,Lyall Harbour,14,2.442
2023-06-28,June,Lyall Harbour,14,2.685
2023-06-28,June,Lyall Harbour,14,2.773
2023-06-28,June,Lyall Harbour,14,2.341
2023-06-28,June,Lyall Harbour,14,2.152
2023-06-07,June,Miners Bay,5,2.674
2023-06-07,June,Miners Bay,5,3.541
2023-06-07,June,Miners Bay,5,2.961
2023-06-07,June,Miners Bay,5,3.164
2023-06-07,June,Miners Bay,5,2.712
2023-06-12,June,Miners Bay,8,2.531
2023-06-12,June,Miners Bay,8,2.589
2023-06-12,June,Miners Bay,8,1.907
2023-06-12,June,Miners Bay,8,2.387
2023-06-12,June,Miners Bay,8,2.98
2023-06-12,June,Miners Bay,8,2.589
2023-06-12,June,Miners Bay,8,2.427
2023-06-12,June,Miners Bay,8,2.605
2023-06-14,June,Miners Bay,2,2.589
2023-06-14,June,Miners Bay,2,2.18
2023-06-16,June,Miners Bay,24,2.602
2023-06-16,June,Miners Bay,24,2.226
2023-06-16,June,Miners Bay,24,2.57
2023-06-16,June,Miners Bay,24,2.633
2023-06-16,June,Miners Bay,24,2.302
2023-06-16,June,Miners Bay,24,2.275
2023-06-16,June,Miners Bay,24,3.232
2023-06-16,June,Miners Bay,24,2.834
2023-06-16,June,Miners Bay,24,2.229
2023-06-16,June,Miners Bay,24,2.705
2023-06-16,June,Miners Bay,24,2.226
2023-06-16,June,Miners Bay,24,2.343
2023-06-16,June,Miners Bay,24,2.697
2023-06-16,June,Miners Bay,24,2.426
2023-06-16,June,Miners Bay,24,2.433
2023-06-16,June,Miners Bay,24,2.711
2023-06-16,June,Miners Bay,24,2.372
2023-06-16,June,Miners Bay,24,2.812
2023-06-16,June,Miners Bay,24,2.588
2023-06-16,June,Miners Bay,24,2.254
2023-06-16,June,Miners Bay,24,2.447
2023-06-16,June,Miners Bay,24,2.602
2023-06-16,June,Miners Bay,24,2.95
2023-06-16,June,Miners Bay,24,2.602
2023-06-19,June,Miners Bay,2,2.674
2023-06-19,June,Miners Bay,2,2.994
2023-06-21,June,Miners Bay,8,1.924
2023-06-21,June,Miners Bay,8,2.07
2023-06-21,June,Miners Bay,8,1.874
2023-06-21,June,Miners Bay,8,1.714
2023-06-21,June,Miners Bay,8,2.21
2023-06-21,June,Miners Bay,8,1.808
2023-06-21,June,Miners Bay,8,2.104
2023-06-21,June,Miners Bay,8,2.194
2023-06-28,June,Miners Bay,3,2.732
2023-06-28,June,Miners Bay,3,2.949
2023-06-28,June,Miners Bay,3,2.333
2023-06-30,June,Miners Bay,12,2.739
2023-06-30,June,Miners Bay,12,2.509
2023-06-30,June,Miners Bay,12,2.911
2023-06-30,June,Miners Bay,12,2.89
2023-06-30,June,Miners Bay,12,2.767
2023-06-30,June,Miners Bay,12,2.437
2023-06-30,June,Miners Bay,12,2.63
2023-06-30,June,Miners Bay,12,3.298
2023-06-30,June,Miners Bay,12,2.911
2023-06-30,June,Miners Bay,12,2.581
2023-06-30,June,Miners Bay,12,2.796
2023-06-30,June,Miners Bay,12,2.871
2023-08-14,August,Miners Bay,2,2.54
2023-08-14,August,Miners Bay,2,2.53
2023-08-18,August,Miners Bay,3,2.942
2023-08-18,August,Miners Bay,3,2.911
2023-08-18,August,Miners Bay,3,2.539
2023-08-21,August,Miners Bay,3,2.472
2023-08-21,August,Miners Bay,3,2.458
2023-08-21,August,Miners Bay,3,2.627
2023-07-05,July,Miners Bay,4,3.293
2023-07-05,July,Miners Bay,4,2.861
2023-07-05,July,Miners Bay,4,3.119
2023-07-05,July,Miners Bay,4,2.367
2023-07-10,July,Miners Bay,5,2.42
2023-07-10,July,Miners Bay,5,2.04
2023-07-10,July,Miners Bay,5,2.493
2023-07-10,July,Miners Bay,5,2.65
2023-07-10,July,Miners Bay,5,2.417
2023-07-21,July,Miners Bay,5,2.642
2023-07-21,July,Miners Bay,5,2.772
2023-07-21,July,Miners Bay,5,2.838
2023-07-21,July,Miners Bay,5,2.737
2023-07-21,July,Miners Bay,5,2.518
2023-07-12,July,Miners Bay,7,2.995
2023-07-12,July,Miners Bay,7,2.865
2023-07-12,July,Miners Bay,7,2.557
2023-07-12,July,Miners Bay,7,2.305
2023-07-12,July,Miners Bay,7,2.334
2023-07-12,July,Miners Bay,7,2.692
2023-07-12,July,Miners Bay,7,2.547
2023-08-11,August,Miners Bay,8,2.686
2023-08-11,August,Miners Bay,8,2.722
2023-08-11,August,Miners Bay,8,2.372
2023-08-11,August,Miners Bay,8,2.948
2023-08-11,August,Miners Bay,8,2.728
2023-08-11,August,Miners Bay,8,2.637
2023-08-11,August,Miners Bay,8,2.839
2023-08-11,August,Miners Bay,8,2.468
2023-07-24,July,Miners Bay,9,2.864
2023-07-24,July,Miners Bay,9,2.444
2023-07-24,July,Miners Bay,9,2.487
2023-07-24,July,Miners Bay,9,2.687
2023-07-24,July,Miners Bay,9,3.081
2023-07-24,July,Miners Bay,9,2.615
2023-07-24,July,Miners Bay,9,2.622
2023-07-24,July,Miners Bay,9,2.921
2023-07-24,July,Miners Bay,9,2.557
2023-07-07,July,Miners Bay,10,2.995
2023-07-07,July,Miners Bay,10,3.614
2023-07-07,July,Miners Bay,10,3.653
2023-07-07,July,Miners Bay,10,2.93
2023-07-07,July,Miners Bay,10,2.796
2023-07-07,July,Miners Bay,10,2.924
2023-07-07,July,Miners Bay,10,2.988
2023-07-07,July,Miners Bay,10,3.058
2023-07-07,July,Miners Bay,10,2.675
2023-07-07,July,Miners Bay,10,3.614
2023-07-19,July,Miners Bay,11,3.012
2023-07-19,July,Miners Bay,11,2.981
2023-07-19,July,Miners Bay,11,2.617
2023-07-19,July,Miners Bay,11,2.454
2023-07-19,July,Miners Bay,11,2.222
2023-07-19,July,Miners Bay,11,2.547
2023-07-19,July,Miners Bay,11,2.311
2023-07-19,July,Miners Bay,11,2.354
2023-07-19,July,Miners Bay,11,2.375
2023-07-19,July,Miners Bay,11,2.039
2023-07-19,July,Miners Bay,11,2.677
2023-08-04,August,Miners Bay,12,2.563
2023-08-04,August,Miners Bay,12,2.752
2023-08-04,August,Miners Bay,12,3.214
2023-08-04,August,Miners Bay,12,2.675
2023-08-04,August,Miners Bay,12,2.806
2023-08-04,August,Miners Bay,12,2.681
2023-08-04,August,Miners Bay,12,2.744
2023-08-04,August,Miners Bay,12,2.823
2023-08-04,August,Miners Bay,12,2.479
2023-08-04,August,Miners Bay,12,2.467
2023-08-04,August,Miners Bay,12,2.667
2023-08-04,August,Miners Bay,12,2.462
2023-08-09,August,Miners Bay,12,2.463
2023-08-09,August,Miners Bay,12,2.456
2023-08-09,August,Miners Bay,12,2.666
2023-08-09,August,Miners Bay,12,2.691
2023-08-09,August,Miners Bay,12,2.549
2023-08-09,August,Miners Bay,12,2.74
2023-08-09,August,Miners Bay,12,2.581
2023-08-09,August,Miners Bay,12,2.559
2023-08-09,August,Miners Bay,12,2.453
2023-08-09,August,Miners Bay,12,2.542
2023-08-09,August,Miners Bay,12,2.846
2023-08-09,August,Miners Bay,12,2.71
2023-07-03,July,Miners Bay,13,2.875
2023-07-03,July,Miners Bay,13,2.802
2023-07-03,July,Miners Bay,13,2.771
2023-07-03,July,Miners Bay,13,2.879
2023-07-03,July,Miners Bay,13,3.136
2023-07-03,July,Miners Bay,13,2.615
2023-07-03,July,Miners Bay,13,2.381
2023-07-03,July,Miners Bay,13,2.853
2023-07-03,July,Miners Bay,13,2.216
2023-07-03,July,Miners Bay,13,2.511
2023-07-03,July,Miners Bay,13,2.583
2023-07-03,July,Miners Bay,13,3.132
2023-07-03,July,Miners Bay,13,2.958
2023-07-26,July,Miners Bay,14,2.735
2023-07-26,July,Miners Bay,14,2.889
2023-07-26,July,Miners Bay,14,2.814
2023-07-26,July,Miners Bay,14,2.705
2023-07-26,July,Miners Bay,14,2.559
2023-07-26,July,Miners Bay,14,2.579
2023-07-26,July,Miners Bay,14,2.477
2023-07-26,July,Miners Bay,14,2.804
2023-07-26,July,Miners Bay,14,2.453
2023-07-26,July,Miners Bay,14,2.154
2023-07-26,July,Miners Bay,14,2.574
2023-07-26,July,Miners Bay,14,2.195
2023-07-26,July,Miners Bay,14,2.26
2023-07-26,July,Miners Bay,14,2.572
2023-07-17,July,Miners Bay,15,2.497
2023-07-17,July,Miners Bay,15,2.835
2023-07-17,July,Miners Bay,15,2.614
2023-07-17,July,Miners Bay,15,2.579
2023-07-17,July,Miners Bay,15,2.73
2023-07-17,July,Miners Bay,15,2.977
2023-07-17,July,Miners Bay,15,2.707
2023-07-17,July,Miners Bay,15,2.713
2023-07-17,July,Miners Bay,15,2.435
2023-07-17,July,Miners Bay,15,2.834
2023-07-17,July,Miners Bay,15,2.961
2023-07-17,July,Miners Bay,15,3.041
2023-07-17,July,Miners Bay,15,2.689
2023-07-17,July,Miners Bay,15,2.581
2023-07-17,July,Miners Bay,15,2.865
2023-06-02,June,Pacific Biological Station,1,3.493
2023-06-14,June,Pacific Biological Station,5,3.217
2023-06-14,June,Pacific Biological Station,5,2.933
2023-06-14,June,Pacific Biological Station,5,2.907
2023-06-14,June,Pacific Biological Station,5,2.782
2023-06-14,June,Pacific Biological Station,5,3.126
2023-06-19,June,Pacific Biological Station,11,3.536
2023-06-19,June,Pacific Biological Station,11,3.411
2023-06-19,June,Pacific Biological Station,11,3.164
2023-06-19,June,Pacific Biological Station,11,3.34
2023-06-19,June,Pacific Biological Station,11,3.353
2023-06-19,June,Pacific Biological Station,11,3.307
2023-06-19,June,Pacific Biological Station,11,3.515
2023-06-19,June,Pacific Biological Station,11,3.256
2023-06-19,June,Pacific Biological Station,11,3.46
2023-06-19,June,Pacific Biological Station,11,3.349
2023-06-19,June,Pacific Biological Station,11,2.971
2023-06-21,June,Pacific Biological Station,8,2.339
2023-06-21,June,Pacific Biological Station,8,3.16
2023-06-21,June,Pacific Biological Station,8,2.646
2023-06-21,June,Pacific Biological Station,8,2.703
2023-06-21,June,Pacific Biological Station,8,2.786
2023-06-21,June,Pacific Biological Station,8,2.989
2023-06-21,June,Pacific Biological Station,8,2.506
2023-06-21,June,Pacific Biological Station,8,2.127
2023-06-23,June,Pacific Biological Station,3,2.479
2023-06-23,June,Pacific Biological Station,3,2.698
2023-06-23,June,Pacific Biological Station,3,2.697
2023-06-26,June,Pacific Biological Station,1,2.774
2023-06-05,June,Pacific Science Enterprise Centre,19,2.837
2023-06-05,June,Pacific Science Enterprise Centre,19,2.767
2023-06-05,June,Pacific Science Enterprise Centre,19,2.925
2023-06-05,June,Pacific Science Enterprise Centre,19,2.761
2023-06-05,June,Pacific Science Enterprise Centre,19,2.656
2023-06-05,June,Pacific Science Enterprise Centre,19,2.882
2023-06-05,June,Pacific Science Enterprise Centre,19,3.125
2023-06-05,June,Pacific Science Enterprise Centre,19,2.911
2023-06-05,June,Pacific Science Enterprise Centre,19,3.015
2023-06-05,June,Pacific Science Enterprise Centre,19,3.039
2023-06-05,June,Pacific Science Enterprise Centre,19,2.928
2023-06-05,June,Pacific Science Enterprise Centre,19,2.744
2023-06-05,June,Pacific Science Enterprise Centre,19,2.882
2023-06-05,June,Pacific Science Enterprise Centre,19,2.885
2023-06-05,June,Pacific Science Enterprise Centre,19,2.934
2023-06-05,June,Pacific Science Enterprise Centre,19,3.161
2023-06-05,June,Pacific Science Enterprise Centre,19,2.975
2023-06-05,June,Pacific Science Enterprise Centre,19,2.885
2023-06-05,June,Pacific Science Enterprise Centre,19,3.106
2023-06-09,June,Pacific Science Enterprise Centre,24,2.798
2023-06-09,June,Pacific Science Enterprise Centre,24,2.72
2023-06-09,June,Pacific Science Enterprise Centre,24,2.855
2023-06-09,June,Pacific Science Enterprise Centre,24,3.844
2023-06-09,June,Pacific Science Enterprise Centre,24,2.939
2023-06-09,June,Pacific Science Enterprise Centre,24,2.783
2023-06-09,June,Pacific Science Enterprise Centre,24,2.739
2023-06-09,June,Pacific Science Enterprise Centre,24,2.851
2023-06-09,June,Pacific Science Enterprise Centre,24,2.784
2023-06-09,June,Pacific Science Enterprise Centre,24,2.705
2023-06-09,June,Pacific Science Enterprise Centre,24,2.956
2023-06-09,June,Pacific Science Enterprise Centre,24,2.879
2023-06-09,June,Pacific Science Enterprise Centre,24,3.221
2023-06-09,June,Pacific Science Enterprise Centre,24,2.697
2023-06-09,June,Pacific Science Enterprise Centre,24,3.066
2023-06-09,June,Pacific Science Enterprise Centre,24,2.885
2023-06-09,June,Pacific Science Enterprise Centre,24,2.633
